query,response
"<Construct>Solve one-step linear inequalities in one variable where the variable appears on one side of the equation/Construct>
<Subject>Solving Linear Inequalities/Subject>
<Question>
How should you write the solution to the following inequality?
\(2 x>7\)
</Question>
<Answer>\( x>4 \)</Answer>
<Misconception>Believes inequalities can only include integers</Misconception>","<Construct>Solve one-step linear inequalities in one variable where the variable appears on one side of the equation</Construct>
<Subject>Solving Linear Inequalities</Subject>
<Question>
How should you write the solution to the following inequality?
\(3 x<9\)
</Question>
<Answer>\( x<3 \)</Answer>
<Misconception>Believes inequalities can only include integers</Misconception>"
"<Construct>Solve one-step linear inequalities in one variable where the variable appears on one side of the equation/Construct>
<Subject>Solving Linear Inequalities/Subject>
<Question>
How should you write the solution to the following inequality?
\(2 x>7\)
</Question>
<Answer>\( x=3.5 \)</Answer>
<Misconception>Believes solving an inequality gives a single value as a solution</Misconception>","<Construct>Solve one-step linear inequalities in one variable where the variable appears on one side of the equation</Construct>
<Subject>Solving Linear Inequalities</Subject>
<Question>
What is the solution to the following inequality?
\(x-3>5\)
</Question>
<Answer>\(x=8\)</Answer>
<Misconception>Believes solving an inequality gives a single value as a solution</Misconception>"
"<Construct>Calculate unit fractions of an amount/Construct>
<Subject>Fractions of an Amount/Subject>
<Question>
\( \frac{1}{6} \) of \( 24= \)
</Question>
<Answer>\( 18 \)</Answer>
<Misconception>Thinks finding a fraction of an amount means subtracting from that amount</Misconception>","<Construct>Calculate unit fractions of an amount</Construct>
<Subject>Fractions of an Amount</Subject>
<Question>
\( \frac{1}{4} \) of \( 36= \)
</Question>
<Answer>\( 9 \)</Answer>
<Distractors>
    <Distractor>\( 27 \)</Distractor>
    <Distractor>\( 36 \)</Distractor>
    <Distractor>\( 28 \)</Distractor>
</Distractors>
<Misconception>Thinks finding a fraction of an amount means subtracting from that amount</Misconception>"
"<Construct>Calculate unit fractions of an amount/Construct>
<Subject>Fractions of an Amount/Subject>
<Question>
\( \frac{1}{6} \) of \( 24= \)
</Question>
<Answer>\( 144 \)</Answer>
<Misconception>Multiplies by the denominator instead of dividing when finding a fraction of an amount</Misconception>","<Construct>Calculate unit fractions of an amount/Construct>
<Subject>Fractions of an Amount/Subject>
<Question>
\( \frac{1}{4} \) of \( 16= \)
</Question>
<Answer>\( 64 \)</Answer>
<Misconception>Multiplies by the denominator instead of dividing when finding a fraction of an amount</Misconception>"
"<Construct>Multiply 3 digit integers by 2 digit integers using Napier’s bones/Construct>
<Subject>Written Multiplication/Subject>
<Question>
Dave is trying to solve this problem using Napier's bones
What number does the circled digit represent? \( 356 \times 93 \) ![A Napier's bones grid, with 356 along the top and 93 down the side. From left to right on the top row, with / representing a diagonal line through through the box, the boxes read 2/7, 4/5, 5/4.  From left to right on the bottom row, the boxes read 0/9, 1/5, 1/8. The digit 5 is circled in the second box of the top row, which is in the column under the 5 of 356 and the row along from the 9 of 93.]()
</Question>
<Answer>\( 5 \)</Answer>
<Misconception>Does not understand the place value of answers from a Napier's bones calculation</Misconception>","<Construct>Multiply 3 digit integers by 2 digit integers using Napier’s bones</Construct>
<Subject>Written Multiplication</Subject>
<Question>
Solve this problem using Napier's bones
What number does the circled digit represent? \( 243 \times 47 \) ![A Napier's bones grid, with 243 along the top and 47 down the side. From left to right on the top row, with / representing a diagonal line through through the box, the boxes read 1/2, 3/4, 2/3.  From left to right on the bottom row, the boxes read 0/6, 0/7, 0/4. The digit 2 is circled in the first box of the top row, which is in the column under the 2 of 243 and the row along from the 7 of 47.]()
</Question>
<Answer>\( 2 \)</Answer>
<Misconception>Does not understand the place value of answers from a Napier's bones calculation</Misconception>"
"<Construct>Multiply 3 digit integers by 2 digit integers using Napier’s bones/Construct>
<Subject>Written Multiplication/Subject>
<Question>
Dave is trying to solve this problem using Napier's bones
What number does the circled digit represent? \( 356 \times 93 \) ![A Napier's bones grid, with 356 along the top and 93 down the side. From left to right on the top row, with / representing a diagonal line through through the box, the boxes read 2/7, 4/5, 5/4.  From left to right on the bottom row, the boxes read 0/9, 1/5, 1/8. The digit 5 is circled in the second box of the top row, which is in the column under the 5 of 356 and the row along from the 9 of 93.]()
</Question>
<Answer>\( 50 \)</Answer>
<Misconception>Does not understand the place value of answers from a Napier's bones calculation</Misconception>","<Construct>Multiply 2 digit integers by 3 digit integers using Napier’s bones</Construct>
<Subject>Written Multiplication</Subject>
<Question>
Sarah is trying to solve this problem using Napier's bones
What number does the circled digit represent? \( 48 \times 274 \) ![A Napier's bones grid, with 48 along the top and 274 down the side. From left to right on the top row, with / representing a diagonal line through through the box, the boxes read 4/2, 2/8, 8/6.  From left to right on the bottom row, the boxes read 0/4, 2/1, 4/2. The digit 8 is circled in the second box of the top row, which is in the column under the 4 of 48 and the row along from the 4 of 274.]()
</Question>
<Answer>\( 80 \)</Answer>
<Misconception>Does not understand the place value of answers from a Napier's bones calculation</Misconception>"
"<Construct>Multiply 3 digit integers by 2 digit integers using Napier’s bones/Construct>
<Subject>Written Multiplication/Subject>
<Question>
Dave is trying to solve this problem using Napier's bones
What number does the circled digit represent? \( 356 \times 93 \) ![A Napier's bones grid, with 356 along the top and 93 down the side. From left to right on the top row, with / representing a diagonal line through through the box, the boxes read 2/7, 4/5, 5/4.  From left to right on the bottom row, the boxes read 0/9, 1/5, 1/8. The digit 5 is circled in the second box of the top row, which is in the column under the 5 of 356 and the row along from the 9 of 93.]()
</Question>
<Answer>\( 5000 \)</Answer>
<Misconception>Does not understand the place value of answers from a Napier's bones calculation</Misconception>","<Construct>Multiply 3 digit integers by 2 digit integers using Napier’s bones</Construct>
<Subject>Written Multiplication</Subject>
<Question>
Sarah is trying to solve this problem using Napier's bones
What number does the circled digit represent? \( 247 \times 74 \) ![A Napier's bones grid, with 247 along the top and 74 down the side. From left to right on the top row, with / representing a diagonal line through through the box, the boxes read 1/4, 2/6, 4/8.  From left to right on the bottom row, the boxes read 0/7, 0/2, 1/4. The digit 2 is circled in the second box of the top row, which is in the column under the 4 of 247 and the row along from the 4 of 74.]()
</Question>
<Answer>\( 2000 \)</Answer>
<Misconception>Does not understand the place value of answers from a Napier's bones calculation</Misconception>"
"<Construct>Complete a symmetric figure with respect to a specific line of symmetry/Construct>
<Subject>Line Symmetry/Subject>
<Question>
Which image completes a symmetric figure using the red line of symmetry? ![A figure drawn in the upper half of a box with a red dotted line immediately below. ]()
</Question>
<Answer>![An incorrect completion of the figure given in the question. ]()</Answer>
<Misconception>Translates rather than reflects across a line of symmetry</Misconception>","<Construct>Complete a symmetric figure with respect to a specific line of symmetry/Construct>
<Subject>Line Symmetry/Subject>
<Question>
Which image completes a symmetric figure using the blue line of symmetry? ![A figure drawn in the upper half of a box with a blue dotted line immediately below. ]()
</Question>
<Answer>![An incorrect completion of the figure given in the question. ]()</Answer>
<Misconception>Translates rather than reflects across a line of symmetry</Misconception>"
"<Construct>Complete a symmetric figure with respect to a specific line of symmetry/Construct>
<Subject>Line Symmetry/Subject>
<Question>
Which image completes a symmetric figure using the red line of symmetry? ![A figure drawn in the upper half of a box with a red dotted line immediately below. ]()
</Question>
<Answer>![An incorrect completion of the figure given in the question. ]()</Answer>
<Misconception>Fails to reflect across mirror line</Misconception>","<Construct>Complete a symmetric figure with respect to a specific line of symmetry</Construct>
<Subject>Line Symmetry</Subject>
<Question>
Which image completes a symmetric figure using the blue line of symmetry? ![A kite shape drawn in the upper half of a box with a blue dotted line immediately to its right. ]()
</Question>
<Answers>
![An incorrect completion of the figure given in the question where the lower half is a rotation, not a reflection. ]()
![The correct completion of the figure. ]()
![An incorrect completion of the figure given in the question where the lower half is a scale, not a reflection. ]()
![An incorrect completion of the figure given in the question where the lower half is a translation, not a reflection. ]()
</Answers>"
"<Construct>Complete a symmetric figure with respect to a specific line of symmetry/Construct>
<Subject>Line Symmetry/Subject>
<Question>
Which image completes a symmetric figure using the red line of symmetry? ![A figure drawn in the upper half of a box with a red dotted line immediately below. ]()
</Question>
<Answer>![An incorrect completion of the figure given in the question. ]()</Answer>
<Misconception>Fails to reflect across mirror line</Misconception>","<Construct>Complete a symmetric figure with respect to a specific line of symmetry/Construct>
<Subject>Line Symmetry/Subject>
<Question>
Which image completes a symmetric figure using the blue line of symmetry? ![A figure drawn in the upper half of a box with a blue dotted line immediately below. ]()
</Question>
<Answer>![An incorrect completion of the figure given in the question. ]()</Answer>
<Misconception>Fails to reflect across mirror line</Misconception>"
"<Construct>Interpret continuous data using a line graph/Construct>
<Subject>Time Series and Line Graphs/Subject>
<Question>
This graph shows the amount of potatoes consumed by a restaurant in a week.

How many more potatoes were consumed on Sunday compared to Saturday? ![Chart of potatoes consumed with kilos against day of week]()
</Question>
<Answer>\( 35 \mathrm{~kg} \)</Answer>
<Misconception>Reads one point on a time series graph instead of all the values from a given time period</Misconception>","<Construct>Interpret continuous data using a line graph</Construct>
<Subject>Time Series and Line Graphs</Subject>
<Question>
This graph shows the temperature in a city over a 7-day period.

What is the difference in temperature between Monday and Thursday? ![Chart of temperature against day of week]()
</Question>
<Answer>\( 5^\circ C \)</Answer>
<Misconception>Reads one point on a time series graph instead of all the values from a given time period</Misconception>"
"<Construct>Interpret continuous data using a line graph/Construct>
<Subject>Time Series and Line Graphs/Subject>
<Question>
This graph shows the amount of potatoes consumed by a restaurant in a week.

How many more potatoes were consumed on Sunday compared to Saturday? ![Chart of potatoes consumed with kilos against day of week]()
</Question>
<Answer>\( 25 \mathrm{~kg} \)</Answer>
<Misconception>Reads one point on a time series graph instead of all the values from a given time period</Misconception>","<Construct>Interpret continuous data using a line graph</Construct>
<Subject>Time Series and Line Graphs</Subject>
<Question>
This graph shows the average temperature over a 5-day period.

What was the difference in temperature between Monday and Wednesday? ![Chart of temperature against day of week]()
</Question>
<Answer>\( 4 ^{\circ} \mathrm{C} \)</Answer>
<Misconception>Reads one point on a time series graph instead of all the values from a given time period</Misconception>"
"<Construct>Factorise a quadratic expression in the form x² - c/Construct>
<Subject>Difference of Two Squares/Subject>
<Question>
Factorise this expression, if possible:
\(
p^{2}-16
\)
</Question>
<Answer>\( (p-4)(p-4) \)</Answer>
<Misconception>Factorises difference of two squares with the same sign in both brackets</Misconception>","<Construct>Factorise a quadratic expression in the form x² - c</Construct>
<Subject>Difference of Two Squares</Subject>
<Question>
Factorise this expression, if possible:
\(
x^{2}-25
\)
</Question>
<Answer>\( (x-5)(x-5) \)</Answer>
<Misconception>Factorises difference of two squares with the same sign in both brackets</Misconception>"
"<Construct>Factorise a quadratic expression in the form x² - c/Construct>
<Subject>Difference of Two Squares/Subject>
<Question>
Factorise this expression, if possible:
\(
p^{2}-16
\)
</Question>
<Answer>\( p(p-16) \)</Answer>
<Misconception>Believes only the first term needs to be divided when factorising an expression</Misconception>","<Construct>Factorise a quadratic expression in the form x² - c/Construct>
<Subject>Difference of Two Squares/Subject>
<Question>
Factorise this expression, if possible:
\(
x^{2}-25
\)
</Question>
<Answer>\( x(x-25) \)</Answer>
<Misconception>Believes only the first term needs to be divided when factorising an expression</Misconception>"
"<Construct>Factorise a quadratic expression in the form x² - c/Construct>
<Subject>Difference of Two Squares/Subject>
<Question>
Factorise this expression, if possible:
\(
p^{2}-16
\)
</Question>
<Answer>Does not factorise</Answer>
<Misconception>Does not recognise difference of two squares</Misconception>","<Construct>Factorise a quadratic expression in the form x² - c</Construct>
<Subject>Difference of Two Squares</Subject>
<Question>
Factorise this expression, if possible:
\(
x^{2}-25
\)
</Question>
<Answer>(x+5)(x-5)</Answer>
<Distractor1>(x-5)(x-5)</Distractor1>
<Distractor2>(x+5)(x+5)</Distractor2>
<Distractor3>(x+25)(x-25)</Distractor3>
<Misconception>Does not recognise difference of two squares</Misconception>"
"<Construct>Calculate the area of a scalene triangle where the dimensions are given in the same units/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
Which of the following triangles have the same area as this rectangle? ![Rectangle with base 7 and height 3]()
</Question>
<Answer>![Right-angled triangle with height 6, base 5 and hypotenuse length the square root of 61]()</Answer>
<Misconception>Doesn't know the area of a triangle formula</Misconception>","<Construct>Calculate the area of a rhombus where the dimensions are given in the same units/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
Which of the following shapes have the same area as this rectangle? ![Rectangle with base 5 and height 8]()
</Question>
<Answer>![Right-angled triangle with height 10, base 4 and hypotenuse length the square root of 116]()</Answer>
<Misconception>Doesn't know the area of a triangle formula</Misconception>"
"<Construct>Calculate the area of a scalene triangle where the dimensions are given in the same units/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
Which of the following triangles have the same area as this rectangle? ![Rectangle with base 7 and height 3]()
</Question>
<Answer>![Triangle with base 6, perpendicular height 8 and slant length 13]()</Answer>
<Misconception>Doesn't know the area of a triangle formula</Misconception>","<Construct>Calculate the volume of a cuboid where the dimensions are given in the same units/Construct>
<Subject>Volume of Simple Shapes/Subject>
<Question>
Which of the following cuboids have the same volume as this rectangular prism? ![Rectangular prism with length 5, width 3 and height 4]()
</Question>
<Answer>![Cuboid with length 10, width 2 and height 6]()</Answer>
<Misconception>Doesn't know the volume of a cuboid formula</Misconception>"
"<Construct>Calculate the area of a scalene triangle where the dimensions are given in the same units/Construct>
<Subject>Area of Simple Shapes/Subject>
<Question>
Which of the following triangles have the same area as this rectangle? ![Rectangle with base 7 and height 3]()
</Question>
<Answer>They are all equal to the rectangle</Answer>
<Misconception>Doesn't know the area of a triangle formula</Misconception>","<Construct>Calculate the area of a scalene triangle where the dimensions are given in the same units</Construct>
<Subject>Area of Simple Shapes</Subject>
<Question>
Which of the following triangles have the same area as this rectangle? ![Rectangle with base 5 and height 6]()
</Question>
<Answer>They are all equal to the rectangle</Answer>
<Misconception>Doesn't know the area of a triangle formula</Misconception>"
"<Construct>Write the next term of a descending integer linear sequence/Construct>
<Subject>Sequences-Others/Subject>
<Question>
What is the next term in this sequence?


\[
23, \quad 13, \quad 3, \quad \ldots
\]
</Question>
<Answer>\( -3 \)</Answer>
<Misconception>Miscounts when subtracting over zero</Misconception>","<Construct>Write the next term of a descending integer linear sequence</Construct>
<Subject>Sequences-Others</Subject>
<Question>
What is the next term in this sequence?


\[
54, \quad 44, \quad 34, \quad \ldots
\]
</Question>
<Answer>\( 24 \)</Answer>
<Misconception>Miscounts when subtracting over zero</Misconception>"
"<Construct>Write the next term of a descending integer linear sequence/Construct>
<Subject>Sequences-Others/Subject>
<Question>
What is the next term in this sequence?


\[
23, \quad 13, \quad 3, \quad \ldots
\]
</Question>
<Answer>\( -10 \)</Answer>
<Misconception>Identifies the term-to-term rule rather than the next term</Misconception>","<Construct>Write the next term of a descending integer linear sequence</Construct>
<Subject>Sequences-Others</Subject>
<Question>
What is the next term in this sequence?


\[
15, \quad 7, \quad -1, \quad \ldots
\]
</Question>
<Answer>\( -9 \)</Answer>
<Misconception>Identifies the term-to-term rule rather than the next term</Misconception>"
"<Construct>Write the next term of a descending integer linear sequence/Construct>
<Subject>Sequences-Others/Subject>
<Question>
What is the next term in this sequence?


\[
23, \quad 13, \quad 3, \quad \ldots
\]
</Question>
<Answer>Not enough information</Answer>
<Misconception>Does not know how to find the next term in a sequence</Misconception>","<Construct>Write the next term of a descending integer linear sequence</Construct>
<Subject>Sequences-Others</Subject>
<Question>
What is the next term in this sequence?


\[
18, \quad 8, \quad -2, \quad \ldots
\]
</Question>
<Answer>Not enough information</Answer>
<Misconception>Does not know how to find the next term in a sequence</Misconception>"
"<Construct>Calculate the mean from a frequency table/Construct>
<Subject>Averages and Range from Grouped Data/Subject>
<Question>
The table below is a summary of the number of spots counted on \( 25 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}
Number of spots\\ & Frequency 
\hline \( 5 \) & \( 4 \) \\
\hline \( 6 \) & \( 9 \) \\
\hline \( 7 \) & \( 9 \) \\
\hline \( 8 \) & \( 3 \) \\
\hline
\end{tabular}]()
</Question>
<Answer>\( 0.96(2 d p) \)</Answer>
<Misconception>Believes the mean is total frequency divided by sum of categories given</Misconception>","<Construct>Calculate the median from a frequency table</Construct>
<Subject>Averages and Range from Grouped Data</Subject>
<Question>
The table below is a summary of the number of pets owned by \( 30 \) families. Calculate the median number of pets per family. ![\begin{tabular}{|c|c|}
Number of pets\\ & Frequency 
\hline \( 1 \) & \( 5 \) \\
\hline \( 2 \) & \( 8 \) \\
\hline \( 3 \) & \( 7 \) \\
\hline \( 4 \) & \( 10 \) \\
\hline
\end{tabular}]()
</Question>
<Answer>\( 2.33(2 d p) \)</Answer>
<Misconception>Believes the median is total frequency divided by sum of categories given</Misconception>"
"<Construct>Calculate the mean from a frequency table/Construct>
<Subject>Averages and Range from Grouped Data/Subject>
<Question>
The table below is a summary of the number of spots counted on \( 25 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}
Number of spots\\ & Frequency 
\hline \( 5 \) & \( 4 \) \\
\hline \( 6 \) & \( 9 \) \\
\hline \( 7 \) & \( 9 \) \\
\hline \( 8 \) & \( 3 \) \\
\hline
\end{tabular}]()
</Question>
<Answer>\( 40.25 \)</Answer>
<Misconception>Believes mean is total divided by number of groups</Misconception>","<Construct>Calculate the median from a frequency table</Construct>
<Subject>Averages and Range from Grouped Data</Subject>
<Question>
The table below is a summary of the number of hours slept by \( 24 \) students. Calculate the median number of hours slept per student. ![\begin{tabular}{|c|c|}
Hours slept\\ & Frequency 
\hline \( 5 \) & \( 4 \) \\
\hline \( 6 \) & \( 8 \) \\
\hline \( 7 \) & \( 8 \) \\
\hline \( 8 \) & \( 4 \) \\
\hline
\end{tabular}]()
</Question>
<Answer>\( 6.5 \)</Answer>
<Misconception>Believes median is total divided by number of groups</Misconception>"
"<Construct>Calculate the mean from a frequency table/Construct>
<Subject>Averages and Range from Grouped Data/Subject>
<Question>
The table below is a summary of the number of spots counted on \( 25 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}
Number of spots\\ & Frequency 
\hline \( 5 \) & \( 4 \) \\
\hline \( 6 \) & \( 9 \) \\
\hline \( 7 \) & \( 9 \) \\
\hline \( 8 \) & \( 3 \) \\
\hline
\end{tabular}]()
</Question>
<Answer>\( 0.16 \) (2dp)</Answer>
<Misconception>Believes the mean is total frequency divided by something</Misconception>","<Construct>Calculate the median from a frequency table/Construct>
<Subject>Averages and Range from Grouped Data/Subject>
<Question>
The table below is a summary of the number of correct answers achieved by a group of students in a maths test. Calculate the median number of correct answers per student. ![\begin{tabular}{|c|c|}
Number of correct answers\\ & Frequency 
\hline \( 5 \) & \( 2 \) \\
\hline \( 6 \) & \( 6 \) \\
\hline \( 7 \) & \( 4 \) \\
\hline \( 8 \) & \( 8 \) \\
\hline
\end{tabular}]()
</Question>
<Answer>\( 7 \)</Answer>
<Misconception>Believes the median is total frequency divided by something</Misconception>"
"<Construct>Express words as 5 digit numbers and above /Construct>
<Subject>Place Value/Subject>
<Question>
How do you write this number in digits?
Fifty-six thousand and thirteen
</Question>
<Answer>\( 5613 \)</Answer>
<Misconception>Believes that they only need to write non-zero digits when giving a number in digits</Misconception>","<Construct>Express words as 5 digit numbers and above</Construct>
<Subject>Place Value</Subject>
<Question>
How do you write this number in digits?
Twenty thousand and five
</Question>
<Answer>\( 20005 \)</Answer>
<Misconception>Believes that they only need to write non-zero digits when giving a number in digits</Misconception>"
"<Construct>Express words as 5 digit numbers and above /Construct>
<Subject>Place Value/Subject>
<Question>
How do you write this number in digits?
Fifty-six thousand and thirteen
</Question>
<Answer>\( 56030 \)</Answer>
<Misconception>Confuses written 'teen' numbers with their corresponding multiples of 10</Misconception>","<Construct>Express words as 5 digit numbers and above</Construct>
<Subject>Place Value</Subject>
<Question>
How do you write this number in digits?
Seventy-eight thousand and fifteen
</Question>
<Answer>\( 78010 \)</Answer>
<Misconception>Confuses written 'teen' numbers with their corresponding multiples of 10</Misconception>"
"<Construct>Express words as 5 digit numbers and above /Construct>
<Subject>Place Value/Subject>
<Question>
How do you write this number in digits?
Fifty-six thousand and thirteen
</Question>
<Answer>\( 560013 \)</Answer>
<Misconception>Confuses the ten thousands and thousands place value columns</Misconception>","<Construct>Express words as 5 digit numbers and above</Construct>
<Subject>Place Value</Subject>
<Question>
How do you write this number in digits?
Twenty-seven thousand and four hundred sixty
</Question>
<Answer>\( 27460 \)</Answer>
<Misconception>Confuses the ten thousands and thousands place value columns</Misconception>"
"<Construct>Carry out mental divisions when the answer leaves a remainder/Construct>
<Subject>Mental Multiplication and Division/Subject>
<Question>
Sarah has some apples.
She shares them into \( 6 \) equal groups and there is one left over.
How many apples could she have?
</Question>
<Answer>\( 35 \)</Answer>
<Misconception>Thinks the remainder is the difference between the dividend and the next biggest multiple</Misconception>","<Construct>Carry out mental divisions when the answer leaves a remainder/Construct>
<Subject>Mental Multiplication and Division/Subject>
<Question>
Tom has some pencils in a box.
He packs them into bags of \( 8 \) pencils each and has \( 3 \) left over.
How many pencils could Tom have?
</Question>
<Answer>\( 51 \)</Answer>"
"<Construct>Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object/Construct>
<Subject>Reflection/Subject>
<Question>
Tom and Katie are arguing about how to reflect the object in the line of reflection. Who reflects it correctly? ![A grid with a left-leaning parallelogram drawn in the upper half and a blue line across the middle, marked 'line of reflection'. ]() ![Tom does this: an image of a grid with a left-leaning parallelogram drawn in the upper half, a blue line across the middle and a left-leaning parallelogram drawn immediately below. ]() ![Katie does this: An image of a grid with a left-leaning parallelogram drawn in the upper half, a blue line across the middle and a left-leaning parallelogram drawn one line down from the blue line. ]()
</Question>
<Answer>Only
Tom</Answer>
<Misconception>Fails to reflect across mirror line</Misconception>","Here is another example with the same misconception:


<Construct>Reflect a two-dimensional shape in a diagonal line, where the line of reflection is outside the shape.</Construct>
<Subject>Geometry</Subject>
<Question>
Sarah and David are disagreeing about how to reflect the triangle in the line of reflection. Who reflects it correctly? 
![A grid with a triangle drawn in the upper half and a blue diagonal line from top left to bottom right, marked 'line of reflection'. ]() 
![Sarah does this: an image of a grid with a triangle drawn in the upper half, a blue diagonal line from top left to bottom right, and a triangle drawn immediately to the right of the blue line. ]() 
![David does this: an image of a grid with a triangle drawn in the upper half, a blue diagonal line from top left to bottom right, and a triangle drawn one cell down and to the right of the blue line. ]()
</Question>
<Answer>Only David</Answer>
<Misconception>Fails to reflect across mirror line</Misconception>"
"<Construct>Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object/Construct>
<Subject>Reflection/Subject>
<Question>
Tom and Katie are arguing about how to reflect the object in the line of reflection. Who reflects it correctly? ![A grid with a left-leaning parallelogram drawn in the upper half and a blue line across the middle, marked 'line of reflection'. ]() ![Tom does this: an image of a grid with a left-leaning parallelogram drawn in the upper half, a blue line across the middle and a left-leaning parallelogram drawn immediately below. ]() ![Katie does this: An image of a grid with a left-leaning parallelogram drawn in the upper half, a blue line across the middle and a left-leaning parallelogram drawn one line down from the blue line. ]()
</Question>
<Answer>Only Katie</Answer>
<Misconception>Fails to reflect across mirror line</Misconception>","<Construct>Reflect a triangle across a vertical line of reflection, where the line of reflection is within the triangle</Construct>
<Subject>Reflection</Subject>
<Question>
Samantha and Olivia are arguing about how to reflect the triangle across the line of reflection. Who reflects it correctly? ![A grid with a triangle drawn in the upper part and a red line marked as 'line of reflection' within the triangle. ]() ![Samantha does this: an image of a grid with a triangle drawn in the upper part, a red line marked as 'line of reflection' within the triangle, and a triangle drawn immediately to the right. ]() ![Olivia does this: An image of a grid with a triangle drawn in the upper part, a red line marked as 'line of reflection' within the triangle, and a triangle drawn on the other side of the red line, flipped vertically. ]()
</Question>
<Answer>Only Olivia</Answer>
<Misconception>Fails to reflect across mirror line</Misconception>"
"<Construct>Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object/Construct>
<Subject>Reflection/Subject>
<Question>
Tom and Katie are arguing about how to reflect the object in the line of reflection. Who reflects it correctly? ![A grid with a left-leaning parallelogram drawn in the upper half and a blue line across the middle, marked 'line of reflection'. ]() ![Tom does this: an image of a grid with a left-leaning parallelogram drawn in the upper half, a blue line across the middle and a left-leaning parallelogram drawn immediately below. ]() ![Katie does this: An image of a grid with a left-leaning parallelogram drawn in the upper half, a blue line across the middle and a left-leaning parallelogram drawn one line down from the blue line. ]()
</Question>
<Answer>Both Tom and Katie</Answer>
<Misconception>Fails to reflect across mirror line</Misconception>","<Construct>Reflect a shape in a diagonal line of reflection, where the line of reflection is at an angle to the grid/Construct>
<Subject>Reflection/Subject>
<Question>
Sarah wants to reflect the triangle in the line of reflection. Who reflects it correctly? ![A grid with a right triangle drawn in the upper left quadrant and a red line from top-left to bottom-right, marked 'line of reflection'. ]() ![Alex does this: an image of a grid with a right triangle drawn in the upper left quadrant, a red line from top-left to bottom-right and a right triangle drawn immediately to the right of the original. ]() ![Ben does this: An image of a grid with a right triangle drawn in the upper left quadrant, a red line from top-left to bottom-right and a right triangle drawn one unit to the bottom-left of the original. ]()
</Question>
<Answer>Neither Alex nor Ben</Answer>
<Misconception>Fails to reflect across mirror line</Misconception>"
"<Construct>Use the nth term rule for descending integer linear sequences to find another term in a the sequence/Construct>
<Subject>Linear Sequences (nth term)/Subject>
<Question>
What is the \( 15 \) th term of this sequence? \( u_{n}=1-3 n \)
</Question>
<Answer>\( -46 \)</Answer>
<Misconception>When subtracting past zero, adds the absolute values and then writes the answer with a negative sign</Misconception>","<Construct>Use the nth term rule for descending integer linear sequences to find another term in a the sequence</Construct>
<Subject>Linear Sequences (nth term)</Subject>
<Question>
What is the \( 12 \) th term of this sequence? \( u_{n}=5-2 n \)
</Question>
<Answer>\( -19 \)</Answer>
<Misconception>When subtracting past zero, adds the absolute values and then writes the answer with a negative sign</Misconception>"
"<Construct>Use the nth term rule for descending integer linear sequences to find another term in a the sequence/Construct>
<Subject>Linear Sequences (nth term)/Subject>
<Question>
What is the \( 15 \) th term of this sequence? \( u_{n}=1-3 n \)
</Question>
<Answer>\( -30 \)</Answer>
<Misconception>Carries out operations from left to right regardless of priority order</Misconception>","<Construct>Use the nth term rule for descending integer linear sequences to find another term in a sequence</Construct>
<Subject>Linear Sequences (nth term)</Subject>
<Question>
What is the \( 10 \) th term of this sequence? \( u_{n}=2-2 n \)
</Question>
<Answer>\( -18 \)</Answer>
<Misconception>Carries out operations from left to right regardless of priority order</Misconception>"
"<Construct>Solve coordinate geometry questions involving ratio/Construct>
<Subject>Sharing in a Ratio/Subject>
<Question>
![A straight line on squared paper. Points P, Q and R lie on this line. The leftmost end of the line is labelled P. If you travel right 4 squares and up 1 square you get to point Q. If you then travel 8 squares right and 2 squares up from Q you reach point R.]() What is the ratio of \( P Q: P R \) ?
</Question>
<Answer>\( 1: 12 \)</Answer>
<Misconception>Thinks ratios are written as 1:total</Misconception>","<Construct>Determine the midpoint of a line segment on a coordinate plane/Construct>
<Subject>Midpoint Formula/Subject>
<Question>
![A straight line on squared paper. Points A, B and M lie on this line. The leftmost end of the line is labelled A. If you travel right 3 squares and up 1 square you get to point M. If you then travel 3 squares right and 1 square up from M you reach point B.]() What is the ratio of \( A M: A B \) ?
</Question>
<Answer>\( 1: 2 \)</Answer>
<Misconception>Thinks ratios are written as 1:total</Misconception>"
