MisconceptionId,MisconceptionName,MisconceptionName_rewrite_1
1199,Thinks that co-interior angles can lie on opposite sides of a transversal ,"Fails to understand the properties of co-interior angles, mistakenly believing they can be non-adjacent angles lying on opposite sides of a transversal in a intersection of lines, rather than consecutive angles on the same side of a transversal."
1200,Finds the IQR rather than the range,"Finds the interquartile range (IQR) in situations requiring the computation of a different measure of spread, such as range, mean absolute deviation, or variance, often indicating a misunderstanding of context or incorrect application of statistical concepts."
1201,Finds the arc length instead of the area of the sector ,"Finds the arc length instead of the area of the sector or incorrectly applies the formula for the arc length to find the area of the sector, failing to multiply the central angle by the radius squared and divide by 360 or 2π."
1202,Does not understand that an acute angle is between 0 and 90 degrees,"Does not understand that an acute angle is between 0 (exclusive) and 90 degrees (inclusive), or alternatively, mistakenly believes an acute angle is a broader range, such as up to 180 degrees or that it is the only possible range for an acute angle when some valid examples of acute angles actually approach 90 degrees, though aren't 90 degrees, themselves."
1203,Believes that to find an angle for a pie chart sector you divide the total frequency by 360 and multiply by its frequency,"Fails to apply the correct proportional relationship in pie chart calculations, mistakenly dividing the total frequency by 360 and then multiplying by the sector's frequency, rather than correctly dividing the sector's frequency by the total frequency and multiplying by 360."
1204,Multiplied by 100 rather than divided by 100,"Fails to correctly apply unit conversions or scale adjustments by inverting the operation order (i.e., multiplying when dividing is required, or vice versa), often involving operations with percentages, unit conversions, or decimal shifts."
1205,Thinks a variable next to a number means addition rather than multiplication,Thinks a variable or pronumeral immediately adjacent to a numerical value represents addition rather than implied multiplication due to the lack of an explicit operator or proper understanding of implicit multiplication rules.
1206,Does not understand how to maintain equivalence in fractions,"Fails to recognize that equivalent fractions must have the same value, resulting in incorrect operations or simplifications, such as incorrectly adding, subtracting, multiplying, or dividing fractions, or incorrectly converting between different forms."
1207,Does not realize we can write a division as a fraction,"Does not realize that division can be expressed as multiplication by a reciprocal, failing to understand that a/b is equivalent to a * (1/b), and thus incorrectly handles division operations or translates between division and fraction representations, or recognizes division as being represented by a fraction but makes computation or conceptual errors when working with fractions and division."
1208,Believes the subtraction button writes a fraction,"""Fails to understand that the subtraction operation is performed differently when subtracting positive numbers versus reversing the subtraction of fractions/dealing with negative numbers; specifically, incorrectly handles order of operations involving fractions or incorrectly assumes the subtraction operation yields a fraction or mistakenly interprets a fraction sign as the result of subtraction."""
1209,Believes a mixed number can contain an improper fraction,"Fails to recognize the distinction between mixed numbers and improper fractions, and incorrectly believes a mixed number can contain an improper fraction or inappropriately combines mixed numbers with improper fractions in calculations, possibly indicating confusion with fraction representations or misunderstanding the definition of a mixed number."
1210,Does not recognise millilitres as a unit of volume,"Does not recognise millilitres (or other metric units, such as litres, centilitres) as a unit of volume, failing to apply conversion principles between units within the metric system and/or incorrectly applying relationships between volume units and other units (e.g., grams for mass), leading to errors in calculations and applications involving liquid measurement."
1211,Believes number of squares in a bar gives frequency on a histogram,"Believes number of squares in a bar on a histogram or a similar graphical representation directly corresponds to the frequency, rather than understanding that the area or height of the bar is proportional to the frequency, often disregarding the variable scale or bin width."
1212,Thinks a greater number of shaded parts represents a greater fraction,"Fails to consider the relative size or proportion of the shaded parts to the whole, assuming that a greater number of shaded parts represents a greater fraction, regardless of the total number of parts or the context of the problem."
1213,"When finding the differences between terms in a sequence, believes they can do so from right to left ","When finding the differences between terms in a sequence, incorrectly applies the operation from right to left instead of maintaining the correct left-to-right orientation or misinterprets the order of operations within a sequence."
1214,"When solving an equation, uses the same operation rather than the inverse.","When solving an equation, uses the same operation rather than the inverse,  thus incorrectly assuming that operations have the same effect in both the forward and reverse directions, often failing to properly invert addition and subtraction or multiply and divide when solving for the variable."
1215,"Includes a data point with the value, when asked to find the number of data points above a value","Incorrectly includes or excludes a data point with the specific value when asked to find the number of data points above or below a given value, often due to a failure to understand boundary conditions or to accurately interpret the meaning of 'above' and 'below' in a mathematical context."
1216,Believes a curve can show a constant rate,"Believes a curve can show a constant rate of change along the entire curve or part of it, failing to recognize that a curve implies a changing rate of change unless the curve is linear or has a specific uniform non-linear characteristic."
1217,Assumes the perpendicular height of a triangle bisects the base,"Assumes the perpendicular height or altitude of a triangle always bisects the base, divides it into two equal segments, or forms two congruent triangles, often disregarding the properties of the specific triangle, such as isosceles, scalene, or right triangles."
1218,Multiplies the numerators when adding fractions with a common denominator,"Ignores the requirement for a common denominator, and/or incorrectly adds the numerators and/or denominators when adding fractions, such as directly adding numerators of fractions with a common denominator."
1219,Gives the value for the wrong variable when answering a simultaneous equation question,"Gives the value for a different variable, or a variable from a different equation or part of the problem, instead of providing the correct solution or answer to the specific question being asked when answering a simultaneous equation question or system of equations."
1220,Does not include zero when counting over zero,"Fails to account for zero when performing operations involving numbers with a zero digit, such as in addition, subtraction, or multiplication, often leading to incorrect calculations by ignoring or omitting the placeholder value of zero."
1221,Converts a decimal to a fraction by writing 1 over the digits of the decimal,Fails to properly convert a decimal to a fraction by writing 1 or a power of 10 (in incorrect cases) over the digits of the decimal without considering the actual place value.
1222,Forgets the denominator in probability,"Forgets the denominator in probability, including when working with fractions, proportions, or percentages to calculate or compare probabilities, or fails to reduce fractions that represent probabilities to their simplest form."
1223,Uses numerators to convert fractions to ratio despite different denominators,"Fails to consider the effect of the denominator in fractions and instead uses the numerator to convert or compare fractions, often resulting in incorrect equivalencies or ratios."
1224,Does not understand the diagram given in the question,"Misinterprets or fails to interpret visual information presented in the diagram, table, or figure provided in the question, such as scale, proportions, labels, or symbols, leading to incorrect conclusions or calculations."
1225,Believes you don't need to numerically order the data before calculating the median,"Fails to recognize the importance of arranging data in numerical order before calculating the median, leading to incorrect middle value identification and/or consideration of all values without distinguishing between the middle and extreme values."
1226,Does not recognise the distributive property,"Does not recognise or apply the distributive property of multiplication over addition or subtraction, often resulting in incorrect transformation or grouping of numbers and operations, such as failing to multiply each term in the expression or incorrectly combining like terms."
1227,Forgets that a number without an indice is to the power of 1 ,Fails to correctly interpret implicit exponents: forgets that a number without an exponent or indice is implicitly to the power of 1.
1228,Believes sets are the same if the elements within them have a shared property,"Believes sets are the same if the elements within them have a shared property, ignoring the principle of extensionality where two sets are considered equal if and only if they contain the same elements, regardless of their internal ordering, arrangement, or additional common attributes."
1229,Confuses chord and circumference,"Fails to distinguish between the length of a chord (a segment connecting two points on a circle) and the circumference (the distance around a circle), often resulting in incorrect calculations or units when solving problems involving circles."
1230,Believes you cube the conversion factor when dealing with squared units,"Fails to recognize that when dealing with squared or cubed units in dimensional analysis or conversions, the exponent should be applied to the conversion factor, rather than cubing or taking the power of the entire conversion factor when the unit is raised to a power."
1231,Does not know that 7 and -7 are different,"Fails to distinguish between positive and negative numbers, often treating them as having the same magnitude or ignoring the existence and implications of negative numbers in mathematical operations."
1232,"Thinks the longest bar has the highest frequency on a pictogram, even if the symbols aren't evenly spaced","Fails to account for variations in symbol density in pictograms, assuming the longest bar or the bar with the most symbols corresponds to the highest frequency, and neglects the actual numerical value or key provided."
1233,"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we add the equations.","Fails to properly apply inverse operations or misunderstands the significance of signs when eliminating variables, incorrectly assuming that adding equations is always the approach when the signs of terms with matching coefficients are the same, rather than recognizing that same signs require subtracting the equations."
1234,Believes f(x + a) translates the function up a units,"Believes f(x + a) translates the function up a units, instead of horizontally shifting or displacing the function's graph by a units to the left when a is positive, and to the right when a is negative."
1235,"When completing the square in the form (x - a)^2 + b, believes b is the difference between a and the constant of the original quadratic","When completing the square in the form (x - a)^2 + b, incorrectly believes that the constant term 'b' is determined by a simple arithmetic relationship, such as a difference or sum, between the value of 'a' and the constant term of the original quadratic expression, rather than 'b' being the result of the entire algebraic process involved in completing the square."
1236,Thinks the plan view is taken from an angle to include aspects of the side view and plan,"Misunderstands the relationship between plan and side views, failing to recognize that plan views are taken from directly above, resulting in the inclusion of incorrect or irrelevant features from other views in their problem-solving."
1237,Believes that 1 part of a bar model will always have a value of 1,"Fails to recognize that parts of a bar model can represent different units or quantities, typically assuming a single unit or value of 1 for each part, and does not adjust accordingly when solving problems involving proportional or multi-unit representations."
1238,Does not realise the lines at an intersection have to be straight in order to show vertically opposite angles,"Fails to understand that vertically opposite angles require the intersecting lines to be straight and not curved, in order to form right angles and apply associated properties to these angles in geometry."
1239,Believes a cubic equation will have a quadratic graph,"Confuses cubic equations with quadratic equations, thinking a cubic equation will have a quadratic graph, and not understanding that cubic equations typically produce cubic graphs with one inflection point and may have one, two, or three real roots, whereas quadratic equations have parabolic graphs with one real turning point."
1240,Thinks the first term of a sequence must be 1,"Fails to understand that a sequence may have any starting point and does not always begin with 1, often resulting in incorrect calculation or misunderstanding of the sequence pattern."
1241,Subtracts instead of divides when division is written as a fraction,"Misinterprets division operations when represented as fractions, mistakenly performs subtraction instead of division, and/or confuses division and subtraction syntax."
1242,Does not recognise the similar shape as the shape has been rotated and the scale factor is less than 1,"Does not recognise the similar shape as the shape has been rotated or reflected, and may struggle with scale factors that are less than 1, or when the rotation and scaling result in a significant appearance change, indicating difficulty with visual or spatial reasoningskills and understanding of transformations that alter the shape's orientation and size."
1243,Believes when given a fraction and an amount the question must be to find the fraction of the amount. ,"Ignores the specific operation required and assumes a division or multiplication operation when given a fraction and an integer, often proceeding as if the question asks for the fraction of the amount or an amount divided into fractional parts, rather than following the given instructions."
1244,The student does not understand the place value of 3-digit numbers,"The student demonstrates a partial or complete lack of understanding of place value in 3-digit numbers, including incorrect representations of hundreds, tens, and ones, and/or inability to perform arithmetic operations involving 3-digit numbers while considering their place value correctly."
1245,Believes a number written in standard form with a negative power creates a larger number than that with a positive power,"Fails to understand the concept of place value and magnitude in numbers written in standard form, incorrectly assuming that a negative exponent indicates a larger value than a positive exponent due to a lack of comprehension of the relationship between exponents and the base value."
1246,"When adding fractions, uses addition of the denominators as a common denominator","When adding fractions, incorrectly uses the sum of the denominators as a common denominator instead of finding the least common multiple (LCM) of the denominators."
1247,Assumes you cannot use the fact that multiplication is commutative when simplifying an algebraic term. ,"Fails to apply the properties of operations (associative, commutative, or distributive) to rearrange or simplify algebraic terms, such as overlooking the commutative property of multiplication."
1248,Rounds to the wrong degree of accuracy (rounds too little),"Fails to maintain correct degree of precision by consistently rounding to a degree of accuracy that does not account for prior calculations or neglects to round intermediate results, often resulting in premature or unnecessary rounding."
1249,"Believes 'given that a, what is the probability of b?' means 'given that b, what is the probability of a?'","Confuses conditional probability and reverses the direction of causality, failing to recognize that 'given that A, what is the probability of B?' (P(B|A)) inverts the casual relationship with 'given that B, what is the probability of A?' (P(A|B)), often leading to incorrect calculations and misunderstandings of conditional probability problems."
1250,Correct scale but wrong value on protractor reading.,"Corrects scale on a protractor but applies the wrong value or incorrectly interprets the location of the degree mark on the protractor, resulting in a numerical answer close to the correct value but not accurate."
1251,"Correctly finds the reciprocal of a number, but believes it should be opposite in sign to the original number.","Correctly identifies that the reciprocal of a number is obtained by flipping the numerator and denominator, but believes the resulting fraction should have an opposite sign to the original number, regardless of the context or operation being performed."
1252,Doesn't know the area of a triangle formula,"Fails to apply or recall the area of a triangle formula (A = 0.5 * base * height), possibly substituting it with a different geometric formula or incorrectly manipulating the variables."
1253,"Thinks 1 cubic metre = 100,000 cubic centimetres","Thinks 1 cubic metre equals 100,000 cubic centimetres, failing to apply or recall unit conversions between cubic metres and cubic centimetres, specifically not recalling that 1 cubic metre (or 1,000 litres) is actually equal to 1,000,000 cubic centimetres (1 million millilitres or 1,000 litres) or not fully understanding the base-10 nature of the metric system's unit conversions."
1254,"Believes that if there are two unknowns in an equation, all integers must be possible solutions","Believes that if there are two unknowns in an equation, or if multiple values could satisfy the equation due to insufficient constraints, all integers must be possible or equally valid solutions, without considering the need for a system of equations or unique constraints to arrive at a single solution."
1255,Adds rather than multiplies for combined probabilities,"""Fails to apply the multiplication rule for independent events, adding probabilities instead of multiplying them when calculating combined probabilities in situations where events are dependent or independent."""
1256,Believes the difference of 2 squares method of factorising also works for the addition of 2 squares,"Misapplies the difference of squares factorization method, incorrectly assuming it can also be used for factoring the sum of two squares, failing to recognize that this formula only applies to expressions of the form a^2 - b^2 and not to expressions of the form a^2 + b^2."
1257,Assumes a 1/4 of a whole is 25,"Misinterprets fractions or decimals in relation to a whole, specifically assuming a one-fourth proportion is equal to 25 percent, rather than perceiving it as a proportional part of a 100 whole."
1258,"When calculating a scale factor, thinks they need to subtract rather than divide.","Fails to apply the correct mathematical operation to find a scale factor or proportion, specifically, incorrectly uses subtraction when the correct operation is division, or incorrectly uses division by the wrong factor, resulting in miscalculations of scaling and proportional relationships between quantities."
1259,Believes division is sometimes commutative ,"Believes division is sometimes commutative, often wrongly assuming that switching the order of the dividend and divisor will yield the same result, or failing to recognize that division is not commutative due to a limited understanding of the operation's properties."
1260,Gives number of sections of pie chart rather than the amount it represents,"Interprets graphical representations, such as pie charts, bar graphs, and histograms, as solely reflecting the number of sections, categories, or visual elements rather than understanding the underlying quantities or proportions they represent."
1261,Thinks if you multiply a fraction by itself you get a whole,"Thinks that when a fraction is multiplied by itself, the result will always be a whole number, rather than applying the rules of multiplying fractions and understanding the outcome may still be a fraction or a mixed number."
1262,"Believes that they can fully factorise an expression by taking out any common factor, not just the HCF","Believes that they can fully factorise an expression by taking out any common factor, not just the highest common factor, leading to an incomplete or incorrect simplification."
1263,Does not understand the definition of a rational number when it is a surd,"Does not understand the definition of a rational number when it is a surd, incorrectly identifying it as irrational due to the presence of a root symbol, failing to recognize that a rational number can be expressed as a ratio of integers even if it contains a square root that can be simplified to an integer."
1264,Finds the median instead of the mode,"Incorrectly identifies the central tendency or measure of position being asked for, and finds the median (the middle value, or average of two middle values in a data set with an even number of entries) instead of the mode (the most frequently occurring value) when requested, showing a misunderstanding of these measures of position and their respective definitions."
1265,"When describing a translation, goes from the image to the original","Fails to follow the conventional mapping of an original to its image in a translation, instead inappropriately mapping the image back to the original, demonstrating a misunderstanding of the direction of the transformation."
1266,"When solving simultaneous equations, thinks they can ignore one of the variables","When solving simultaneous equations, thinks they can ignore one of the variables or its associated equation, either by solving for one variable and not substituting it back into the other equation, or by only considering one equation as a constraint to find a solution."
1267,Identifies a number as a common factor but doesn't identify a letter as a common factor,"Fails to generalize common factors beyond numerical values, often incorrectly assuming that common factors can only be numerical coefficients rather than variables or letters."
1268,"When solving simultaneous equations, thinks you only transform the algebraic terms, rather than the whole equation.","When solving simultaneous equations, selectively applies algebraic operations or transformations to individual terms, but fails to apply these operations or transformations to the entire equation, and may ignore or disregard the equal sign and the corresponding terms on the other side of the equation."
1269,Confuses left and right,"Fails to follow the conventional left-to-right and top-to-bottom reading direction of mathematical operations or incorrectly interprets the left-to-right and top-to-bottom orientation of mathematical symbols, resulting in incorrect ordering or placement of values or operations in a given expression."
1270,Divides by 10 instead of 100 when converting a percentage to a decimal ,"Fails to adjust the divisor correctly when converting percentages to decimals, often resorting to a default division by 10, regardless of the percentage's place value."
1271,Confuses chord and radius,"Confuses chord and radius, specifically struggles to distinguish between a straight line segment connecting two points on the circumference of a circle (chord) and the line segment extending from the center of the circle to its circumference or edge (radius)."
1272,Gives a rounded whole number instead of a decimal,"Fails to maintain precision in calculations, often neglecting to perform or record operations that result in decimal answers, incorrectly rounding or truncating to the nearest whole number, even when a more precise solution is required."
1273,Thinks they start on the left when doing long multiplication ,Fails to apply the correct order of operations or ignores the importance of aligning digits and starting from the right when performing long multiplication and other multi-digit calculations.
1274,Subtracts simultaneous equations when addition is required,"Fails to apply correct operation, inverting operations such as addition and subtraction, or incorrectly handling the signs of constants and coefficients in equations, particularly in multi-step problems or when dealing with simultaneous equations, which can result in incorrect combinations of variable and constant terms when setting up and solving equations."
1275,Does not relate integers and fractions,"Does not relate integers and fractions, such as incorrectly converting mixed units, misunderstanding order of operations involving fractions and integers, or failing to adjust calculations when combining or comparing integers and fractions."
1276,"Believes that the y intercept is (0, y) where y is any y coordinate on the line","Believes that the y-intercept of a linear equation can be any point on the line where y is one of the y-coordinates, rather than being specifically the point where the line crosses the y-axis when x=0."
1277,"In algebra, thinks it's ok to write (for example) 0x rather than just 0","In algebra, incorrectly includes constants or variables that do not affect the solution of an equation, such as writing (for example) 0x rather than just 0, or including unnecessary terms with coefficients of zero or one."
1278,Believes the subscript in iteration notation is the value to be substituted,"Fails to understand the role of the subscript in iteration notation, mistakenly believing it represents the value to be substituted into the expression, rather than the number of times the expression is to be repeated or a pointer to the specific term within a sequence."
1279,Confuses right angle triangles and equilateral triangles,"Fails to apply distinct properties of right-angled and equilateral triangles, specifically ignores right angle triangle properties such as Pythagorean theorem, trigonometric ratios, or side length relationships, and/or misapplies properties unique to equilateral triangles, such as all angles being 60 degrees or all sides being equal in length."
1280,"When multiplying fractions, multiplies the numerator and adds the denominator","When multiplying fractions, incorrectly applies addition or another operation to the denominator instead of multiplying, demonstrating a lack of understanding of fraction multiplication rules."
1281,Does not understand that similar shapes and enlarged shapes will have the same size angles as the original,"Does not understand that similar shapes, enlarged shapes, reduced shapes, and other scaled transformations will preserve the size of corresponding angles as well as the ratio of corresponding sides, leading to incorrect applications of geometry principles."
1282,When subtracting a negative thinks the answer must be negative ,"""Fails to recognize that subtracting a negative number results in an addition operation, leading to a misunderstanding of the sign of the result."""
1283,Believes a polygon can have curved sides,"Fails to recognize the fundamental property that a polygon is a two-dimensional shape composed of straight line segments, and incorrectly identifies shapes with continuous curved boundaries, irregular boundaries, or circular arcs as polygons."
1284,Thinks only like terms can be multiplied,"Fails to apply distributive property and incorrectly assumes that multiplication can only be applied to like terms, resulting in incorrect distribution or lack thereof."
1285,Believes a vertical line has equation y=,Believes a vertical line is represented by the equation y = a constant value and mistakenly applies this concept to incorrectly identify the equation of an arbitrary line.
1286,believes the complement of a set consists of anything that is not just in that set,"Believes the complement of a set consists of anything that is not just in that set, but fails to account for the universal set it is relative to, incorrectly including elements outside of the universal set or incorrectly excluding elements that are part of the relative complement."
1287,Believes if you changed all values by the same proportion the range would not change,"Believes scaling a set of values by the same factor or proportion preserves the range or relative differences, and fails to recognize the impact of such scaling on measurements of variability and spread."
1288,Believes the intersection on a Venn diagram represents the total of one set,"Fails to recognize the intersection on a Venn diagram as representing the elements common to both sets, mistakenly interpreting it as the total number of elements in one or both sets, leading to incorrect conclusions about set relationships and operations."
1289,Does not understand that the area of an enlarged shape is the area of the original multiplied by the square of the scale factor of the lengths.,"Does not understand that the area of an enlarged shape is the area of the original multiplied by the square of the scale factor of the lengths, and instead may apply the scale factor only once, or misunderstand how the scale factor affects the dimensions of the shape, or mistakenly apply a proportional increase in area that is not squared."
1290,Reads the wrong scale on the protractor when measuring reflex angles,"Fails to accurately measure reflex angles by either reading the wrong scale on the protractor, misaligning the protractor with the angle's sides, or misinterpreting the relationship between the angle's measure and the protractor's scales."
1291,"Thinks they solve mx + c = a, by substituting in the value of a for x and therefore calculating ma + c","""Fails to understand that in a linear equation of the form mx + c = a, the variable x should be isolated on one side, and instead incorrectly substitutes the constant term a for the variable x, resulting in miscalculations such as ma + c."""
1292,Does not realise that the area of a triangle is half the area of the contatining rectangle,"Does not recognise that the area of a triangle is half the area of the containing or equivalent parallelogram, including rectangular or non-rectangular enclosures, due to a lack of understanding of the triangle's relationship to its enclosing shape."
1293,Identifies how much repeated use of the term-to-term rule changes a number but does not apply to the sequence,"Does not recognize or apply that a repeated mathematical operation (term-to-term rule) only changes each term's preceding value according to set rules, failing to account for correct cumulative changes and shifts in the overall sequence."
1294,"When solving an equation where there is a negative sign in front of the variable and its equivalent value, assumes the variable has a negative value","Fails to correctly interpret the sign of a variable and its corresponding value in an equation when the variable is preceded by a negative sign, leading to incorrect assumptions about the variable's value, such as treating the variable as having a negative coefficient when in reality it is positive, or vice versa."
1295,"When finding part of the area of a shape, subtracts from the side length before multiplying but still subtracts the unshaded area too.","In calculations involving partial area of shapes, incorrectly applies the process by subtracting from a side length before multiplying but still proceeds to subtract the unshaded area, failing to consider only the remaining dimensions or adjustments necessary after subtraction, and inaccurately combining these operations to determine the partial area."
1296,Believes there are 90 degrees in a full turn,"Fails to understand or recall that there are 360 degrees in a full rotation or turn (or circle), often confused with the 90-degree angle."
1297,Believes you keep the divisor unchanged when dividing by a fraction,"Fails to recognize that dividing by a fraction is equivalent to multiplying by its reciprocal, leading to incorrect retention of the original divisor value rather than inverting and multiplying."
1298,Thinks multiple letters can be subtracted at once in Roman numerals,"Fails to understand that in Roman numerals, multiple letters can be added but not subtracted, or incorrectly applies the subtraction concept in a specific context, and mistakenly attempts to directly subtract or cancel multiple letters when the problem actually requires a different operation or conversion."
1299,Ignores the zero when multiplying,"Fails to apply the concept that any number multiplied by zero equals zero, resulting in an incorrect or incomplete solution."
1300,"In direct and inverse proportion, forgets to find the value of k, and carries out calculations as though k were 1","In direct and inverse proportion, neglects to find the value of the constant of variation (k) and incorrectly assumes it is equal to 1 or another arbitrary value, carrying out calculations without properly substituting k."
1301,"When subtracting a surd from an integer, just subtracts the number under the surd from the integer","When subtracting a surd from an integer, fails to consider the properties of radicals and incorrectly applies standard whole-number subtraction rules, resulting in neglecting the square root symbol or misinterpreting the numerical relationship between integers and surds."
1302,"In ratio question where the difference between the sides is given, uses that as one part without dividing","In ratio or proportion questions, mistakenly uses the difference between the parts as a single part, failing to divide it equally among the specified parts, thus misapplying the concept of equivalent ratios or proportion."
1303,Believes y=-f(x) is a reflection in y=-x,"Believes transformations involve perpendicular line of reflections, specifically confusing the effect of y = -f(x) as a reflection across the line y = -x, rather than correctly perceiving it as a reflection across the x-axis."
1304,Confuses lines of the form y = a and y= ax,"Confuses lines of the form y = a (where 'a' is a constant) and y = ax (where 'a' is the slope and 'x' is the variable), often incorrectly identifying one as the other or applying the properties of one to the other, such as assuming y = a has a slope or assuming y = ax has a constant y-value."
1305,believes that a fraction with the largest denominator will be smallest regardless of the numerator,"Believes that a fraction with the largest denominator will be the smallest regardless of the numerator, and consistently makes errors by comparing fractions based solely on their denominators, ignoring the overall fraction value determined by the relationship between the numerator and denominator."
1306,Finds the median instead of the range,Finds the median or other measures of central tendency instead of calculating the range or does not account for the contextual differences in the use of these concepts when solving quantitative problems.
1307,Finds the degrees for 1 person rather than the required number of people for a pie chart sector,"Fails to correctly translate real-world quantities to the mathematical representation of a pie chart, specifically neglecting to multiply the number of people by the corresponding degree measure, thus calculating degrees for a single representative rather than the required total number of people for a given sector."
1308,"Thinks tables of values are symmetrical about (0,0)","Fails to recognize that functions may not be symmetrical about a specific point, such as (0,0), and mistakenly assumes that if (a,b) is a point on a function's table of values, then (-a,-b) must also be a point on the table, or incorrectly generalizes this assumption to other tables of values or functions without considering the origin or specific function type."
1309,Believes the numerator is the top of a fraction ,"Fails to correctly identify and utilize the numerator and denominator in mathematical operations, such as adding, subtracting, multiplying, and dividing fractions, often incorrectly assuming the numerator is the entire top of a fraction or incorrectly using the terms ""numerator"" and ""denominator"" interchangeably."
1310,"When interpreting a pictogram, thinks each symbol stands for 1","When interpreting a pictogram, incorrectly thinks that each symbol stands for one item or unit, failing to understand or account for the given scale or key that may indicate each symbol represents multiple items or units."
1311,"
Has incorrect belief about the meaning of ""formula""","Has a fundamental misunderstanding or incorrect application of mathematical formulas, symbols, or equations, such as misinterpreting notations, conflating similar formulas, or failing to recognize valid substitutions or transformations of formulas."
1312,Believes f(x) + a translates the function right a units,"Misunderstands function transformations, specifically believes that a horizontal translation is achieved by adding a constant to the function itself (f(x) + a) rather than to the input (f(x - a) for a left translation and f(x + a) for a right translation)."
1313,Found the percentage but forgot to add to 100%,"Found the correct percentage increase/decrease or difference in percentage, but incorrectly reported it as the final answer instead of adding it to the base value (100%) or incorrectly applied it to the context."
1314,Only uses the closest angle to the unknown when using the angles in a straight line relationship,"Only uses the closest angle to the unknown when using the angles in a straight line relationship, neglecting to apply the supplementary angles property that the sum of the angles on a straight line is 180 degrees."
1315,Rounds to the wrong degree of accuracy (nearest ten rather than nearest whole number),"Rounds answer to incorrect degree of accuracy, failing to consider the problem's specified or implied precision (e.g., rounding to nearest ten, hundred, or decimal place incorrectly when the problem requires rounding to the nearest whole number or specific decimal place)."
1316,Does not understand that the numerator and denominator of fractions represent groupings and have the same order of priority as brackets,"Does not understand that both the numerator and denominator in a fraction are evaluated according to the order of operations within their respective groupings before performing the division operation, with the same level of priority as expressions enclosed in brackets."
1317,Identifies wrong place value column after decimal point,"Fails to correctly identify the place value column after the decimal point and/or confuses digits to the right of the decimal point with those to the left of the decimal point, resulting in miscalculations and/or misinterpretation of the numerical value."
1318,Does not understand that shapes are congruent if they have the same size and shape,"Does not understand that shapes are congruent if they have the same size and shape, regardless of their orientation or location in the coordinate plane, and frequently fails to account for rotational and reflectional symmetries when determining congruence."
1319,Adds instead of multiples,"Fails to apply correct multiplication operation, instead adding numbers as if the multiplication symbol is an addition operator, or incorrectly substituting addition for multiplication in equations or expressions."
1320,Multiplied by 10 rather than 100,"Fails to recognize or apply order of magnitude changes, such as confusing multiples of ten with multiples of one hundred, leading to incorrect calculations involving place value, decimal shifts, or scaling."
1321,Thinks angles which look the same on diagram will be equal,"Thinks that visually equal or seemingly symmetrical angles in a diagram will always be equal, neglecting the possibility of optical illusions, incorrectly interpreted visual cues, or misunderstanding of the actual angle measurements."
1322,Does not know how many days are in a leap year,"Does not accurately account for the exception that a leap year has 366 days, instead applying the standard 365 days for a non-leap year."
1323,"When multiplying surds in the form ✓a × b✓c, believes the answer is  ✓(abc)","Incorrectly applies the distributive property when multiplying surds, believing that multiplying two surds in the form √a × √b = √(ab) can be generalized to multiplying surds where the radicands are not simply multiplied, such as √a × b√c, resulting in answers like √(abc) without considering the coefficients."
1324,"When solving an equation, believes that when they get to ax = b, b is the solution","When solving a linear equation, incorrectly assumes the constant term isolated on one side of the equation (i.e., the value on the other side of the equation when the variable is multiplied by a coefficient and the equation is in the form ax = b or similar) is the solution, rather than recognizing that the variable's value is actually the constant term divided by the coefficient of the variable (e.g., x = b/a)."
1325,Has found area of triangle rather than area of square,"Confuses shape-specific area formulas or mistakenly applies a triangle area formula to a different shape, such as using 0.5 * base * height for a square or rectangle instead of length * width."
1326,Does not know the meaning of square sign for right angle,"Fails to understand or apply the geometric symbol of a square (□) to represent a right angle in shapes or diagrams, leading to incorrect interpretation or description of angles in geometric figures."
1327,Does not know the meaning of attribute data,"Does not understand or correctly apply the concept of attribute data or is unable to distinguish between attribute data and other types of data, leading to misinterpretation or incorrect analysis of data characteristics that cannot be numerically measured, such as categorical or descriptive information."
1328,"When reading off from the left side of a back to back stem and leaf, mixes up the value of the leaf and the stem","Fails to properly interpret the structure of a back-to-back stem and leaf plot, often reversing or confusing the relationship between the stem and the leaf, incorrectly reading values when moving from left to right or right to left across the plot, and subsequently misinterpreting data distribution, median, or range."
1329,Believes it is not possible to calculate the frequency for a pie chart sector despite being given enough information to do so,"Believes it is not possible to calculate the frequency for a pie chart sector despite being given sufficient information such as the central angle and total number of data points, often due to a lack of understanding of proportional relationships between the central angle and the portion of the data it represents."
1330,Believes they can still have the variable on both sides when making it the subject,"""Fails to reverse or invert operations appropriately when isolating a variable, often resulting in moving the variable to the same side or keeping it on both sides of the equation when trying to make it the subject."""
1331,Believes angles in a quadrilateral sum to 450 degrees,"Misunderstands the sum of interior angles in a quadrilateral as 450 degrees instead of 360 degrees, possibly due to the incorrect generalization of the sum of interior angles in a triangle being 180 degrees multiplied by the number of sides in a quadrilateral."
1332,"When adding, just writes the digit to the right of the number without considering place value","Neglects the concept of place value, simply adds numbers by writing the digit to the right of the number without considering place value, or fails to regroup or carry digits during addition, potentially resulting in incorrect calculation of sums or miscalculation of the place of individual digits."
1333,Halves base but still divides product by 2 when finding area of a triangle,"Applies the area formula for a triangle (Area = 1/2 base * height) incorrectly by halving the base and then also dividing the product by 2, instead of just multiplying the base by height and then halving the result."
